CustomerID,NewOrReturning,Age,Gender,HouseholdSize,IncomeBracket,MaritalStatus,EmploymentStatus
193,Returning,46,Male,1,200k+,Married,Employed
194,Returning,28,Female,2,200k+,Single,Employed
195,Returning,30,Male,1,50k-100k,Single,Employed
196,Returning,18,Female,1,50k-100k,Married,Student
197,Returning,30,Female,1,200k+,Divorced,Unemployed
198,Returning,18,Male,1,50k-100k,Widowed,Student
199,Returning,18,Male,1,100k-200k,Married,Student
200,Returning,45,Female,2,50k-100k,Single,Employed
201,Returning,45,Male,3,<50k,Single,Unemployed
202,New,41,Female,5,50k-100k,Single,Employed
203,New,24,Female,3,50k-100k,Single,Unemployed
204,Returning,35,Male,2,100k-200k,Single,Unemployed
205,Returning,35,Male,4,200k+,Divorced,Employed
206,New,22,Male,3,50k-100k,Single,Employed
207,New,54,Female,2,200k+,Single,Unemployed
208,Returning,46,Male,1,<50k,Single,Employed
209,New,33,Female,1,100k-200k,Married,Employed
210,New,36,Male,4,<50k,Married,Employed
211,Returning,38,Female,5,200k+,Married,Employed
212,Returning,18,Female,1,100k-200k,Single,Student
213,Returning,33,Female,3,100k-200k,Married,Employed
214,New,27,Male,2,200k+,Single,Employed
215,Returning,23,Female,1,100k-200k,Divorced,Employed
216,New,32,Female,2,200k+,Married,Employed
217,Returning,57,Female,1,100k-200k,Single,Employed
218,Returning,43,Female,2,200k+,Single,Employed
219,Returning,29,Male,1,100k-200k,Married,Employed
220,Returning,42,Male,1,<50k,Single,Employed
221,Returning,52,Female,2,100k-200k,Divorced,Employed
222,Returning,47,Male,1,<50k,Single,Unemployed
223,New,36,Female,2,100k-200k,Single,Employed
224,Returning,28,Female,3,50k-100k,Single,Employed
225,New,44,Male,1,100k-200k,Single,Unemployed
226,New,40,Female,1,<50k,Single,Unemployed
227,Returning,46,Male,2,50k-100k,Single,Employed
228,Returning,43,Female,1,50k-100k,Married,Employed
229,Returning,48,Female,2,200k+,Single,Employed
230,Returning,29,Female,3,50k-100k,Widowed,Employed
231,Returning,51,Male,2,50k-100k,Married,Employed
232,Returning,38,Male,3,100k-200k,Married,Employed
233,Returning,60,Female,3,100k-200k,Single,Employed
234,Returning,27,Female,3,50k-100k,Single,Employed
235,New,56,Female,2,50k-100k,Single,Employed
236,Returning,38,Male,1,50k-100k,Married,Unemployed
237,New,28,Male,2,200k+,Divorced,Employed
238,New,30,Male,2,<50k,Single,Unemployed
239,Returning,32,Female,2,50k-100k,Single,Unemployed
240,New,41,Male,3,<50k,Divorced,Employed
241,Returning,42,Male,1,50k-100k,Single,Employed
242,Returning,29,Female,2,100k-200k,Married,Employed
243,Returning,35,Male,1,50k-100k,Married,Employed
244,Returning,61,Female,1,<50k,Married,Employed
245,New,56,Female,2,50k-100k,Single,Employed
246,Returning,41,Female,3,<50k,Single,Unemployed
247,Returning,36,Male,1,<50k,Married,Employed
248,Returning,37,Male,1,200k+,Divorced,Employed
249,Returning,43,Female,4,100k-200k,Single,Employed
250,Returning,23,Female,1,200k+,Single,Employed
251,New,32,Female,2,200k+,Married,Unemployed
252,Returning,18,Male,1,100k-200k,Divorced,Student
253,Returning,40,Female,4,<50k,Married,Employed
254,Returning,43,Female,3,100k-200k,Widowed,Employed
255,New,30,Female,2,200k+,Single,Employed
256,Returning,54,Female,2,100k-200k,Single,Employed
257,Returning,21,Female,3,100k-200k,Married,Student
258,Returning,18,Female,3,50k-100k,Married,Student
259,Returning,38,Male,1,200k+,Single,Unemployed
260,New,48,Male,3,100k-200k,Single,Unemployed
261,Returning,56,Male,3,200k+,Married,Employed
262,Returning,30,Male,1,50k-100k,Single,Employed
263,New,48,Male,4,50k-100k,Single,Employed
264,Returning,35,Male,4,50k-100k,Married,Employed
265,Returning,33,Male,2,100k-200k,Married,Employed
266,Returning,46,Male,2,50k-100k,Married,Employed
267,Returning,43,Female,2,<50k,Single,Employed
268,Returning,18,Female,1,200k+,Married,Student
269,Returning,53,Male,2,<50k,Married,Employed
270,New,52,Female,2,200k+,Married,Employed
271,Returning,28,Female,3,50k-100k,Married,Employed
272,Returning,40,Male,1,200k+,Single,Employed
273,Returning,41,Male,1,100k-200k,Single,Unemployed
274,Returning,39,Male,3,200k+,Single,Employed
275,Returning,29,Female,3,200k+,Single,Employed
276,Returning,27,Female,4,<50k,Married,Employed
277,Returning,35,Male,1,<50k,Married,Employed
278,Returning,50,Male,3,50k-100k,Married,Employed
279,Returning,42,Male,1,100k-200k,Married,Employed
280,Returning,31,Male,2,200k+,Single,Employed
281,Returning,45,Male,5,50k-100k,Single,Employed
282,Returning,18,Male,1,100k-200k,Single,Employed
283,Returning,49,Female,1,50k-100k,Single,Employed
284,New,18,Female,3,200k+,Single,Student
285,Returning,31,Male,3,200k+,Married,Employed
286,New,22,Female,1,50k-100k,Widowed,Employed
287,Returning,20,Male,1,50k-100k,Single,Student
288,Returning,49,Male,3,<50k,Single,Employed
289,New,30,Male,3,100k-200k,Married,Employed
290,Returning,40,Female,1,100k-200k,Single,Employed
291,New,35,Female,2,<50k,Married,Employed
292,New,41,Female,1,50k-100k,Married,Employed
293,Returning,36,Male,4,50k-100k,Divorced,Unemployed
294,Returning,20,Female,1,100k-200k,Single,Student
295,New,47,Male,2,100k-200k,Married,Employed
296,Returning,30,Female,1,<50k,Single,Employed
297,Returning,18,Male,1,100k-200k,Married,Student
298,New,30,Male,1,100k-200k,Single,Employed
299,Returning,54,Female,2,50k-100k,Single,Employed
300,New,46,Female,5,<50k,Married,Employed
301,New,31,Male,1,100k-200k,Married,Employed
302,Returning,31,Female,3,200k+,Married,Employed
303,Returning,32,Male,1,50k-100k,Married,Employed
304,Returning,60,Female,5,50k-100k,Married,Employed
305,Returning,40,Female,2,50k-100k,Single,Employed
306,Returning,41,Female,1,100k-200k,Married,Employed
307,Returning,48,Female,1,50k-100k,Married,Employed
308,Returning,38,Female,2,50k-100k,Divorced,Employed
309,Returning,32,Male,1,100k-200k,Divorced,Unemployed
310,New,33,Female,1,100k-200k,Single,Employed
311,Returning,35,Male,3,50k-100k,Married,Employed
312,New,35,Male,1,50k-100k,Single,Employed
313,New,44,Male,1,100k-200k,Single,Employed
314,Returning,36,Male,2,<50k,Married,Employed
315,Returning,44,Female,2,<50k,Single,Employed
316,Returning,35,Male,2,200k+,Married,Employed
317,Returning,36,Female,4,<50k,Single,Employed
318,New,18,Male,3,100k-200k,Single,Student
319,New,46,Male,1,200k+,Married,Employed
320,New,40,Female,3,50k-100k,Married,Employed
321,Returning,47,Male,1,50k-100k,Divorced,Employed
322,Returning,18,Male,3,100k-200k,Married,Student
323,Returning,61,Female,3,200k+,Married,Employed
324,New,34,Male,2,200k+,Single,Employed
325,Returning,49,Female,3,100k-200k,Single,Employed
326,Returning,23,Male,2,<50k,Single,Employed
327,Returning,43,Male,3,100k-200k,Married,Employed
328,Returning,23,Female,1,50k-100k,Married,Employed
329,Returning,28,Male,3,50k-100k,Single,Employed
330,New,58,Male,2,<50k,Married,Employed
331,Returning,33,Male,4,50k-100k,Married,Employed
332,Returning,38,Male,3,100k-200k,Single,Employed
333,New,46,Female,1,50k-100k,Single,Employed
334,New,41,Male,1,50k-100k,Married,Employed
335,New,37,Female,2,50k-100k,Married,Employed
336,New,40,Female,4,200k+,Divorced,Unemployed
337,Returning,64,Male,2,100k-200k,Single,Employed
338,Returning,35,Female,3,50k-100k,Widowed,Employed
339,Returning,38,Male,1,<50k,Single,Employed
340,New,48,Female,2,50k-100k,Single,Employed
341,Returning,49,Male,4,200k+,Widowed,Employed
342,Returning,50,Female,4,100k-200k,Single,Employed
343,New,43,Male,1,100k-200k,Married,Employed
344,Returning,22,Male,3,100k-200k,Single,Employed
345,Returning,55,Female,1,50k-100k,Married,Employed
346,Returning,22,Female,2,200k+,Divorced,Employed
347,Returning,39,Male,5,100k-200k,Single,Employed
348,New,26,Male,1,<50k,Married,Employed
349,Returning,35,Female,2,<50k,Single,Employed
350,Returning,39,Female,2,100k-200k,Married,Employed
351,Returning,39,Female,1,200k+,Single,Employed
352,Returning,41,Female,3,50k-100k,Single,Employed
353,Returning,55,Female,1,200k+,Single,Employed
354,New,41,Female,4,100k-200k,Single,Unemployed
355,New,33,Male,5,50k-100k,Divorced,Unemployed
356,Returning,47,Male,3,<50k,Single,Employed
357,New,50,Female,2,<50k,Single,Employed
358,Returning,21,Female,1,100k-200k,Single,Employed
359,Returning,43,Male,3,50k-100k,Single,Unemployed
360,Returning,44,Male,1,50k-100k,Married,Employed
361,Returning,32,Female,1,100k-200k,Widowed,Employed
362,Returning,52,Male,1,100k-200k,Single,Employed
363,Returning,34,Male,1,<50k,Divorced,Unemployed
364,Returning,37,Male,2,50k-100k,Married,Employed
365,Returning,33,Male,2,50k-100k,Single,Employed
366,Returning,36,Male,1,100k-200k,Married,Employed
367,Returning,22,Male,1,200k+,Married,Employed
368,Returning,18,Male,5,50k-100k,Married,Student
369,New,55,Female,1,200k+,Divorced,Employed
370,New,25,Male,1,100k-200k,Single,Employed
371,New,24,Female,1,100k-200k,Divorced,Employed
372,New,18,Female,1,100k-200k,Married,Student
373,New,28,Male,3,50k-100k,Single,Employed
374,Returning,20,Female,1,<50k,Married,Student
375,New,55,Male,1,100k-200k,Single,Employed
376,Returning,48,Female,1,100k-200k,Widowed,Employed
377,Returning,27,Male,4,100k-200k,Married,Employed
378,New,63,Female,2,50k-100k,Single,Employed
379,Returning,47,Female,1,200k+,Single,Employed
380,New,32,Male,3,100k-200k,Married,Employed
381,New,18,Male,1,<50k,Single,Student
382,Returning,63,Female,1,50k-100k,Single,Employed
383,Returning,19,Female,1,100k-200k,Single,Employed
384,Returning,18,Male,3,100k-200k,Single,Student
385,Returning,48,Female,1,50k-100k,Single,Employed
386,Returning,65,Male,1,200k+,Single,Retired
387,New,52,Female,2,50k-100k,Single,Employed
388,New,42,Male,3,50k-100k,Married,Employed
389,Returning,43,Female,1,200k+,Married,Employed
390,Returning,46,Male,5,200k+,Single,Employed
391,Returning,45,Male,3,100k-200k,Single,Employed
392,Returning,39,Male,3,200k+,Married,Employed
393,Returning,37,Male,4,<50k,Single,Employed
394,Returning,35,Female,1,200k+,Single,Employed
395,Returning,26,Male,2,50k-100k,Single,Employed
396,Returning,32,Female,2,50k-100k,Married,Employed
397,Returning,18,Male,2,50k-100k,Married,Student
398,Returning,34,Male,2,50k-100k,Married,Employed
399,Returning,24,Male,3,50k-100k,Married,Employed
400,Returning,22,Male,3,50k-100k,Married,Employed
401,New,38,Male,2,<50k,Single,Employed
402,Returning,52,Male,3,50k-100k,Married,Employed
403,Returning,47,Male,1,100k-200k,Single,Employed
404,Returning,18,Male,3,50k-100k,Married,Student
405,Returning,24,Female,5,50k-100k,Married,Employed
406,Returning,47,Female,1,100k-200k,Married,Employed
407,Returning,24,Male,1,200k+,Single,Employed
408,New,33,Male,2,100k-200k,Single,Employed
409,Returning,42,Female,1,50k-100k,Married,Employed
410,New,24,Female,2,100k-200k,Married,Employed
411,Returning,37,Female,1,50k-100k,Divorced,Employed
412,Returning,19,Male,2,<50k,Single,Employed
413,Returning,28,Female,1,50k-100k,Married,Unemployed
414,Returning,39,Female,3,200k+,Married,Employed
415,Returning,18,Female,2,50k-100k,Divorced,Student
416,Returning,41,Female,5,<50k,Married,Employed
417,New,35,Male,3,<50k,Married,Employed
418,Returning,42,Male,1,200k+,Married,Employed
419,Returning,38,Female,1,100k-200k,Married,Employed
420,Returning,52,Female,3,50k-100k,Widowed,Employed
421,Returning,37,Male,1,100k-200k,Single,Employed
422,Returning,30,Male,1,100k-200k,Single,Employed
423,New,37,Male,1,100k-200k,Divorced,Employed
424,Returning,42,Male,1,50k-100k,Married,Employed
425,New,36,Female,2,200k+,Married,Employed
426,Returning,36,Female,4,50k-100k,Single,Employed
427,Returning,27,Male,2,100k-200k,Single,Employed
428,Returning,28,Male,5,<50k,Married,Employed
429,Returning,19,Male,1,50k-100k,Married,Student
430,New,56,Male,2,50k-100k,Single,Employed
431,New,21,Female,1,100k-200k,Single,Student
432,Returning,27,Female,3,<50k,Married,Employed
433,Returning,27,Female,3,100k-200k,Single,Employed
434,New,46,Male,2,50k-100k,Divorced,Employed
435,New,32,Female,4,100k-200k,Single,Employed
436,Returning,50,Female,2,200k+,Married,Employed
437,New,27,Female,3,100k-200k,Divorced,Employed
438,Returning,39,Male,2,100k-200k,Married,Employed
439,Returning,25,Male,2,100k-200k,Single,Unemployed
440,New,61,Male,1,50k-100k,Married,Employed
441,New,21,Male,3,200k+,Single,Student
442,Returning,39,Male,3,50k-100k,Single,Employed
443,Returning,43,Male,2,100k-200k,Widowed,Unemployed
444,Returning,40,Male,1,100k-200k,Married,Employed
445,Returning,33,Female,1,50k-100k,Married,Employed
446,Returning,34,Male,1,50k-100k,Single,Employed
447,Returning,36,Male,5,50k-100k,Single,Employed
448,Returning,34,Female,1,200k+,Single,Employed
449,Returning,47,Female,3,200k+,Married,Employed
450,New,62,Female,2,100k-200k,Married,Employed
451,Returning,29,Female,3,100k-200k,Married,Employed
452,Returning,19,Female,4,200k+,Married,Employed
453,Returning,34,Female,3,<50k,Single,Employed
454,Returning,66,Male,3,50k-100k,Single,Retired
455,New,26,Male,2,100k-200k,Single,Employed
456,Returning,55,Male,3,200k+,Single,Employed
457,New,56,Male,2,200k+,Single,Employed
458,Returning,29,Male,2,50k-100k,Widowed,Employed
459,New,42,Female,5,<50k,Single,Employed
460,New,55,Female,4,50k-100k,Divorced,Employed
461,New,31,Female,1,50k-100k,Single,Employed
462,Returning,33,Male,2,50k-100k,Widowed,Employed
463,Returning,29,Female,3,100k-200k,Married,Employed
464,Returning,23,Female,2,<50k,Divorced,Employed
465,Returning,28,Male,2,200k+,Single,Employed
466,Returning,21,Female,1,50k-100k,Married,Student
467,New,36,Male,3,100k-200k,Divorced,Employed
468,Returning,26,Male,2,<50k,Single,Employed
469,New,38,Female,3,50k-100k,Single,Employed
470,Returning,18,Male,2,<50k,Single,Student
471,New,39,Male,3,200k+,Divorced,Employed
472,Returning,46,Female,2,200k+,Married,Employed
473,New,18,Female,2,50k-100k,Married,Student
474,Returning,40,Male,2,50k-100k,Single,Employed
475,Returning,50,Male,3,200k+,Single,Employed
476,Returning,21,Male,2,50k-100k,Married,Student
477,New,56,Female,1,50k-100k,Single,Employed
478,Returning,41,Male,1,100k-200k,Married,Unemployed
479,Returning,27,Male,3,200k+,Divorced,Employed
480,Returning,35,Female,1,<50k,Single,Employed
481,Returning,42,Female,1,50k-100k,Married,Employed
482,Returning,36,Male,3,200k+,Single,Employed
483,Returning,42,Male,2,50k-100k,Married,Employed
484,Returning,24,Female,2,<50k,Single,Employed
485,Returning,38,Male,1,100k-200k,Married,Employed
486,Returning,19,Male,2,200k+,Single,Student
487,New,34,Female,1,50k-100k,Single,Employed
488,New,25,Male,2,200k+,Married,Employed
489,Returning,27,Female,3,100k-200k,Single,Employed
490,Returning,50,Male,1,<50k,Married,Employed
491,Returning,49,Male,5,200k+,Single,Employed
492,Returning,43,Male,1,50k-100k,Married,Employed
493,New,22,Male,2,50k-100k,Single,Employed
494,New,32,Male,2,100k-200k,Married,Employed
495,Returning,50,Male,1,50k-100k,Single,Employed
496,Returning,37,Female,3,<50k,Single,Employed
497,Returning,63,Female,1,<50k,Single,Unemployed
498,New,40,Female,1,50k-100k,Married,Employed
499,Returning,38,Female,1,200k+,Single,Employed
500,Returning,32,Male,1,100k-200k,Divorced,Employed
501,Returning,37,Female,4,200k+,Divorced,Employed
502,Returning,34,Male,1,50k-100k,Single,Employed
503,Returning,44,Female,1,50k-100k,Married,Employed
504,Returning,47,Female,1,50k-100k,Single,Employed
505,Returning,26,Female,1,50k-100k,Single,Employed
506,New,20,Female,1,50k-100k,Married,Employed
507,Returning,18,Female,1,100k-200k,Married,Student
508,Returning,42,Male,1,200k+,Married,Employed
509,Returning,22,Male,3,200k+,Single,Employed
510,Returning,18,Female,1,50k-100k,Single,Student
511,Returning,40,Male,3,200k+,Single,Employed
512,Returning,65,Female,1,50k-100k,Married,Retired
513,Returning,35,Female,5,<50k,Married,Employed
514,Returning,46,Male,1,200k+,Married,Employed
515,New,36,Female,2,100k-200k,Single,Employed
516,New,34,Female,1,50k-100k,Single,Employed
517,Returning,47,Female,1,50k-100k,Single,Unemployed
518,Returning,32,Female,4,50k-100k,Single,Employed
519,Returning,39,Female,1,100k-200k,Single,Unemployed
520,New,39,Female,2,50k-100k,Married,Employed
521,Returning,27,Female,3,200k+,Divorced,Employed
522,Returning,47,Male,1,<50k,Married,Employed
523,Returning,33,Male,1,50k-100k,Single,Employed
524,Returning,26,Female,1,50k-100k,Single,Employed
525,Returning,42,Male,1,100k-200k,Divorced,Employed
526,Returning,25,Female,3,50k-100k,Single,Employed
527,Returning,36,Female,1,100k-200k,Divorced,Employed
528,New,35,Male,2,200k+,Single,Employed
529,New,49,Female,3,200k+,Single,Employed
530,Returning,41,Female,1,200k+,Divorced,Employed
531,Returning,35,Male,2,200k+,Single,Employed
532,Returning,45,Male,3,100k-200k,Married,Employed
533,Returning,52,Male,1,200k+,Married,Employed
534,Returning,42,Male,2,50k-100k,Single,Employed
535,Returning,36,Female,3,50k-100k,Single,Employed
536,Returning,20,Male,2,50k-100k,Married,Employed
537,Returning,23,Female,1,50k-100k,Married,Employed
538,New,32,Male,3,50k-100k,Single,Employed
539,Returning,28,Male,2,200k+,Divorced,Employed
540,New,33,Female,2,50k-100k,Single,Employed
541,Returning,36,Female,1,<50k,Single,Employed
542,Returning,42,Male,1,100k-200k,Single,Employed
543,New,35,Male,1,<50k,Single,Employed
544,Returning,41,Male,1,<50k,Single,Employed
545,Returning,36,Male,1,50k-100k,Widowed,Employed
546,Returning,18,Female,2,50k-100k,Single,Employed
547,New,24,Male,3,50k-100k,Single,Employed
548,Returning,34,Male,3,100k-200k,Single,Employed
549,Returning,21,Male,2,100k-200k,Married,Student
550,Returning,43,Female,2,50k-100k,Divorced,Employed
551,Returning,54,Female,4,50k-100k,Single,Employed
552,Returning,50,Male,1,50k-100k,Single,Employed
553,Returning,33,Female,3,100k-200k,Single,Employed
554,Returning,53,Male,3,<50k,Single,Employed
555,Returning,37,Male,4,<50k,Single,Employed
